,Ciś. pow. za turb.[Pa],ECT - wyjście z sil.[°C],MAF[kg/h],Moc[kW],Moment obrotowy[Nm],Obroty[obr/min],Temp. oleju w misce[°C],Temp. pal. na wyjściu sil.[°C],Temp. powietrza za turb.[°C],Zużycie paliwa średnie[g/s],Rotation,Temp. spalin 1...4/6 - srednia[°C],CO,HC,LAMBDA,CO2,O2,NO,PM,Сalorific value MJ/kg,Cetane number,Density at 15 °C,Viscosity at 40 °C 
117134.0,57329.0,66.3000030517578,508.200012207031,72.56816976743804,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117135.0,57329.0,66.3000030517578,508.200012207031,72.56816976743804,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117143.0,57329.0,66.3000030517578,508.200012207031,72.56816976743804,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117162.0,57329.0,66.3000030517578,508.200012207031,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117163.0,57329.0,66.3000030517578,508.200012207031,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117176.0,57329.0,66.3000030517578,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117178.0,57512.0,66.3000030517578,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117183.0,57512.0,66.3000030517578,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117185.0,57512.0,66.3000030517578,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117186.0,57512.0,66.3000030517578,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117203.0,57512.0,66.3000030517578,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117224.0,57512.0,66.3000030517578,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117226.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117243.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117263.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117276.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117277.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.3865083103097,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117283.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117303.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117323.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21600008010864,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117331.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117334.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117335.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117344.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117362.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117364.0,57512.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117377.0,57146.0,66.4000015258789,509.399993896484,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117378.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117384.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117385.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.4857868335548,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117404.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117424.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117427.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117444.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117464.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117477.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117484.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.6843135844923,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117504.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117524.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.21909999847412,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117531.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117534.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117535.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.5850653567989,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117544.0,57146.0,66.4000015258789,505.100006103516,72.66744071679483,288.6843135844923,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117562.0,57146.0,66.4000015258789,505.100006103516,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117564.0,57146.0,66.4000015258789,505.100006103516,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117577.0,57567.0,66.4000015258789,505.100006103516,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117578.0,57567.0,66.4000015258789,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117584.0,57567.0,66.4000015258789,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,74.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117585.0,57567.0,66.4000015258789,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117604.0,57567.0,66.4000015258789,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117624.0,57567.0,66.4000015258789,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117627.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117644.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117664.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,476.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117677.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117678.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117684.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117704.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.6843135844923,2406.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117724.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.22009992599487,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117732.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117735.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117744.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117763.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117764.0,57567.0,66.3000030517578,510.5,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117777.0,57146.0,66.3000030517578,510.5,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117778.0,57146.0,66.3000030517578,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117784.0,57146.0,66.3000030517578,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117785.0,57146.0,66.3000030517578,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117786.0,57146.0,66.3000030517578,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117804.0,57146.0,66.3000030517578,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117824.0,57146.0,66.3000030517578,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117827.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117844.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.7835921077364,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117864.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117877.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117878.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117884.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117904.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117924.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.21840000152588,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117932.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117935.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2000007629395,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117936.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2999992370605,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117944.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2999992370605,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117963.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2999992370605,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117964.0,57146.0,66.4000015258789,504.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2999992370605,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117978.0,57621.0,66.4000015258789,510.100006103516,72.7667192400395,288.88287063098153,2405.0,83.0,51.2999992370605,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117984.0,57621.0,66.4000015258789,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,73.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
117986.0,57621.0,66.4000015258789,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118004.0,57621.0,66.4000015258789,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118025.0,57621.0,66.4000015258789,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118027.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118045.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118065.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118078.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118085.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118105.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118125.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22200012207031,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118133.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118135.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118136.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118145.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118163.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118165.0,57621.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118178.0,57512.0,66.3000030517578,510.100006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118179.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118185.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118186.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118205.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,288.98214915422665,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118225.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118228.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118245.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118265.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.25,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118278.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.5,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118279.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118285.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
118305.0,57512.0,66.3000030517578,508.600006103516,72.7667192400395,289.08142767747074,2405.0,83.0,51.2999992370605,74.0,5.22510004043579,2400.0,478.75,0.04,10.0,1.96,7.6,10.53,168.0,5.11,38,56,882.9,4.454
